feature_name,sensor,normal_mean,anomaly_mean,mean_difference,normal_std,anomaly_std,normal_median,anomaly_median,cohens_d,mann_whitney_u,p_value,mutual_info
"Pressure__change_quantiles__f_agg_""mean""__isabs_False__qh_0.4__ql_0.0",Pressure,-0.0004,0.0144,0.0148,0.0128,0.0524,-0.0,0.0111,0.3808,30036.0,1.8082428286390383e-08,0.1975
"Pressure__fft_coefficient__attr_""real""__coeff_5",Pressure,-0.0072,-0.385,-0.3778,0.177,1.3644,-0.005,-0.31,0.3798,49639.0,2.415233840002026e-05,0.3439
Temperature__ratio_beyond_r_sigma__r_1,Temperature,0.3318,0.3061,-0.0257,0.0563,0.0769,0.3333,0.3,0.3783,48735.5,0.0001343995720388078,0.0269
"Temperature__fft_coefficient__attr_""angle""__coeff_3",Temperature,3.2092,42.2286,39.0194,105.9117,101.571,6.1161,68.3575,0.3764,32479.0,1.0750360210741775e-05,0.0156
"Temperature__fft_coefficient__attr_""real""__coeff_8",Temperature,-0.0995,-2.2686,-2.1691,1.0914,7.8961,0.015,-1.6854,0.3764,48673.0,0.00018617839662982922,0.3361
Pressure__ar_coefficient__coeff_4__k_10,Pressure,-0.0582,0.0626,0.1207,0.3119,0.3292,-0.0674,0.0392,0.376,32438.0,9.774190501936474e-06,0.0182
Noise__autocorrelation__lag_9,Noise,-0.0337,0.0367,0.0703,0.2083,0.1662,-0.0376,0.0347,0.3751,32971.0,3.2639233552272225e-05,0.0392
Motor_Current__number_peaks__n_3,Motor_Current,2.7993,3.1528,0.3536,0.9665,0.9276,3.0,3.0,0.3736,33136.5,1.777057967297552e-05,0.0138
Noise__kurtosis,Noise,-0.0686,0.4424,0.5109,0.7916,1.7353,-0.2466,-0.1007,0.3731,36591.0,0.019552850747951954,0.0505
"Temperature__fft_coefficient__attr_""imag""__coeff_6",Temperature,-0.0721,2.0621,2.1342,1.1365,7.8377,-0.0224,1.7868,0.3728,31313.0,6.115538004122339e-07,0.3607
"Motor_Current__fft_coefficient__attr_""real""__coeff_9",Motor_Current,-0.0153,-0.8483,-0.833,0.2068,3.085,-0.0153,-0.7848,0.3724,51803.0,1.0950479276717992e-07,0.442
Temperature__lempel_ziv_complexity__bins_10,Temperature,0.6134,0.6017,-0.0117,0.0272,0.035,0.6333,0.6,0.3719,48988.5,3.186296212442548e-05,0.0
"Vibration__fft_coefficient__attr_""imag""__coeff_10",Vibration,0.0107,0.2569,0.2461,0.0853,0.9159,0.0173,0.1905,0.3699,32718.5,1.8594270557845888e-05,0.3931
"Vibration__change_quantiles__f_agg_""var""__isabs_False__qh_0.6__ql_0.4",Vibration,0.0001,0.0034,0.0033,0.0002,0.0125,0.0,0.0002,0.3699,32016.0,1.9831363488128614e-06,0.2697
"Noise__fft_coefficient__attr_""real""__coeff_10",Noise,-0.1259,-3.9886,-3.8627,2.1347,14.3285,-0.1525,-3.615,0.3689,50239.0,6.064242399515752e-06,0.355
Noise__number_cwt_peaks__n_5,Noise,3.146,3.4286,0.2826,0.6945,0.8267,3.0,3.0,0.3686,33249.5,1.423766719229812e-05,0.0068
"Vibration__cwt_coefficients__coeff_0__w_2__widths_(2, 5, 10, 20)",Vibration,-0.0018,-0.0518,-0.0501,0.0192,0.1869,-0.0006,-0.0529,0.3685,51097.0,7.219423437120589e-07,0.3844
Noise__ar_coefficient__coeff_9__k_10,Noise,-0.0263,0.1005,0.1267,0.3122,0.373,-0.0476,0.0969,0.367,32120.0,4.606916055176561e-06,0.0116
Motor_Current__ar_coefficient__coeff_4__k_10,Motor_Current,-0.078,0.0552,0.1332,0.3097,0.4092,-0.0763,0.0221,0.3649,33006.0,3.524379555908343e-05,0.0389
Motor_Current__partial_autocorrelation__lag_2,Motor_Current,0.0345,0.1085,0.074,0.205,0.2015,0.0346,0.0996,0.3645,33026.0,3.6819508844917165e-05,0.035
"Noise__fft_coefficient__attr_""real""__coeff_12",Noise,0.0314,-3.7574,-3.7889,2.1749,14.2372,0.0101,-2.9201,0.3639,48329.0,0.00036500307492427677,0.3313
"Noise__cwt_coefficients__coeff_0__w_2__widths_(2, 5, 10, 20)",Noise,-0.0016,-0.6389,-0.6373,0.3874,2.3934,-0.0218,-0.6497,0.3637,53187.0,1.9039531158211556e-09,0.2771
Noise__symmetry_looking__r_0.05,Noise,0.8431,0.691,-0.152,0.3637,0.4621,1.0,1.0,0.3636,47506.5,1.8623066212900974e-05,0.0299
"Vibration__fft_coefficient__attr_""real""__coeff_15",Vibration,-0.0095,-0.3794,-0.3698,0.1285,1.4071,-0.0,-0.32,0.3619,48729.0,0.00016637220132114573,0.3989
"Vibration__change_quantiles__f_agg_""mean""__isabs_False__qh_1.0__ql_0.6",Vibration,0.0007,0.0224,0.0217,0.006,0.083,0.0,0.0225,0.3603,29795.5,8.897730044274408e-09,0.4157
"Motor_Current__change_quantiles__f_agg_""mean""__isabs_False__qh_0.8__ql_0.2",Motor_Current,0.0004,0.0276,0.0272,0.0076,0.1042,-0.0,0.0258,0.36,25501.5,2.6072500588916614e-15,0.407
"Pressure__fft_coefficient__attr_""imag""__coeff_10",Pressure,-0.0077,0.328,0.3358,0.1874,1.2773,-0.013,0.3637,0.3598,32035.5,3.7567084475702884e-06,0.3621
Pressure__number_peaks__n_5,Pressure,1.4307,1.691,0.2604,0.7279,0.7251,1.0,2.0,0.3584,33764.0,4.2649836420014736e-05,0.0387
Temperature__ratio_beyond_r_sigma__r_3,Temperature,0.0012,0.0051,0.0039,0.0063,0.0137,0.0,0.0,0.3583,37232.0,3.75392160865188e-05,0.0419
"Pressure__fft_coefficient__attr_""real""__coeff_2",Pressure,-0.0277,-0.4754,-0.4477,0.1868,1.7194,-0.0228,-0.3207,0.3579,49842.0,1.528051001098567e-05,0.3334
"Noise__fft_coefficient__attr_""real""__coeff_5",Noise,-0.034,-4.1009,-4.0669,2.0886,15.6131,-0.0825,-3.605,0.3571,50098.0,8.457204512890322e-06,0.3288
Noise__binned_entropy__max_bins_10,Noise,2.06,2.0101,-0.0498,0.1096,0.1632,2.0707,2.055,0.3554,47118.5,0.003118406948163723,0.0388
Noise__lempel_ziv_complexity__bins_10,Noise,0.6158,0.6042,-0.0116,0.0278,0.0366,0.6333,0.6,0.3549,47803.0,0.00044464837480627143,0.009
"Vibration__fft_coefficient__attr_""angle""__coeff_5",Vibration,12.8631,49.6129,36.7498,106.2176,103.0656,30.0,85.147,0.3514,32615.0,1.4699045706106927e-05,0.0687
Pressure__ratio_beyond_r_sigma__r_1,Pressure,0.3282,0.302,-0.0262,0.0683,0.0801,0.3333,0.3,0.3511,47382.0,0.0017986581587265149,0.0133
"Motor_Current__fft_coefficient__attr_""imag""__coeff_10",Motor_Current,0.0184,0.7692,0.7507,0.2188,2.9481,0.0173,0.7708,0.351,30964.0,2.431010888124682e-07,0.4586
Noise__fourier_entropy__bins_10,Noise,1.7005,1.5963,-0.1042,0.2356,0.3449,1.7214,1.6462,0.3497,47552.0,0.0015037591126344377,0.0269
"Pressure__fft_coefficient__attr_""real""__coeff_7",Pressure,-0.0124,-0.4113,-0.3989,0.1865,1.5682,-0.0196,-0.3865,0.3493,51380.0,3.439842729969031e-07,0.3693
"Vibration__fft_coefficient__attr_""imag""__coeff_8",Vibration,0.0004,0.2631,0.2627,0.0929,1.0366,-0.0075,0.1746,0.349,33660.0,0.00014013232603062294,0.3951
"Temperature__change_quantiles__f_agg_""var""__isabs_False__qh_0.6__ql_0.4",Temperature,0.0022,0.045,0.0428,0.0058,0.1697,0.0,0.0,0.348,38539.5,0.11663141534537436,0.0646
"Temperature__fft_coefficient__attr_""real""__coeff_12",Temperature,0.0729,-1.8886,-1.9615,1.0975,7.7761,0.0964,-1.6832,0.3455,49408.0,4.017379361067092e-05,0.3259
"Motor_Current__cwt_coefficients__coeff_0__w_2__widths_(2, 5, 10, 20)",Motor_Current,-0.0025,-0.1464,-0.1438,0.0359,0.577,-0.0015,-0.1099,0.3439,55847.0,2.093162649871974e-13,0.3936
"Noise__fft_coefficient__attr_""real""__coeff_9",Noise,-0.0622,-4.0345,-3.9723,2.1883,15.8407,0.1505,-4.1596,0.3436,50139.0,7.681390803978444e-06,0.3294
"Motor_Current__fft_coefficient__attr_""real""__coeff_3",Motor_Current,-0.0161,-0.8514,-0.8352,0.2229,3.3564,-0.0235,-0.539,0.3432,50007.0,1.0455412669432865e-05,0.4109
"Motor_Current__fft_coefficient__attr_""real""__coeff_13",Motor_Current,-0.0184,-0.8185,-0.8001,0.231,3.2194,-0.0119,-0.7823,0.3427,52143.0,4.227284166314134e-08,0.4552
"Noise__fft_coefficient__attr_""real""__coeff_11",Noise,-0.0953,-3.7521,-3.6567,2.18,14.6543,-0.1479,-3.2292,0.3414,49660.0,2.3045854051993068e-05,0.329
"Vibration__fft_coefficient__attr_""real""__coeff_3",Vibration,-0.0162,-0.2918,-0.2756,0.1052,1.1112,-0.0177,-0.2559,0.3414,50398.0,4.143526301277745e-06,0.4136
"Pressure__fft_coefficient__attr_""angle""__coeff_4",Pressure,13.3145,47.6337,34.3191,101.6846,100.4031,20.8109,83.7027,0.3397,33153.0,4.849758161569554e-05,0.0073
Noise__fourier_entropy__bins_2,Noise,0.5023,0.4562,-0.0461,0.1211,0.1506,0.4826,0.4826,0.3359,47963.5,0.0005954578560118164,0.0038
Pressure__energy_ratio_by_chunks__num_segments_10__segment_focus_4,Pressure,0.0998,0.0984,-0.0014,0.0012,0.0056,0.0998,0.0977,0.3346,53804.0,2.685951483020993e-10,0.3011
"Motor_Current__fft_coefficient__attr_""real""__coeff_5",Motor_Current,-0.018,-0.821,-0.8029,0.2134,3.31,-0.005,-0.635,0.3346,51137.0,6.508938262481544e-07,0.464
Pressure__partial_autocorrelation__lag_7,Pressure,-0.0728,-0.0094,0.0634,0.1886,0.1906,-0.0678,-0.013,0.3342,33740.0,0.00016474088863281674,0.0179
Noise__fourier_entropy__bins_5,Noise,1.2142,1.1233,-0.0909,0.2158,0.3148,1.244,1.1602,0.3341,46868.5,0.004641488857454659,0.0093
Pressure__number_peaks__n_1,Pressure,8.135,8.6246,0.4895,1.5777,1.3647,8.0,9.0,0.333,33290.5,4.492260676311654e-05,0.0251
Pressure__partial_autocorrelation__lag_5,Pressure,-0.0212,0.0409,0.0621,0.1893,0.1838,-0.0194,0.0426,0.3329,34567.0,0.0008020738789547346,0.0257
"Noise__agg_linear_trend__attr_""rvalue""__chunk_len_10__f_agg_""var""",Noise,0.0182,0.2445,0.2264,0.7105,0.6525,0.0125,0.3856,0.3325,33763.0,0.0001725355952311853,0.0
"Motor_Current__fft_coefficient__attr_""real""__coeff_6",Motor_Current,-0.0148,-0.8307,-0.8159,0.2316,3.409,-0.0254,-0.5089,0.3301,48839.0,0.00013318165261471358,0.4482
"Temperature__change_quantiles__f_agg_""mean""__isabs_False__qh_1.0__ql_0.4",Temperature,0.0053,0.1086,0.1033,0.0444,0.4305,0.0059,0.1008,0.33,30751.0,1.3642822476685588e-07,0.3554
Pressure__benford_correlation,Pressure,-0.1211,-0.1918,-0.0707,0.0388,0.2944,-0.1453,-0.2638,0.3291,71883.0,1.1615050437309636e-53,0.5643
Vibration__number_cwt_peaks__n_5,Vibration,3.5584,3.9003,0.3419,1.0386,1.0737,4.0,4.0,0.3235,34279.0,0.0002563031302732841,0.0164
"Noise__fft_coefficient__attr_""real""__coeff_7",Noise,-0.1166,-3.6597,-3.5431,2.0199,15.0135,-0.1087,-3.0851,0.3235,48531.0,0.0002466636024988312,0.3626
"Noise__fft_coefficient__attr_""angle""__coeff_4",Noise,8.8203,42.4056,33.5853,106.6621,101.9004,32.2162,73.1154,0.3223,33594.0,0.00012248117415434326,0.0409
Noise__fourier_entropy__bins_100,Noise,2.5942,2.5464,-0.0478,0.1123,0.1748,2.5993,2.5993,0.3223,46555.5,0.0069580476355458505,0.0386
"Noise__fft_coefficient__attr_""real""__coeff_3",Noise,-0.1394,-3.548,-3.4087,2.3375,14.4748,-0.0463,-3.5283,0.3217,47746.0,0.0010710736705487741,0.3313
"Motor_Current__fft_coefficient__attr_""angle""__coeff_6",Motor_Current,9.7798,43.7159,33.9361,107.8063,103.5334,21.1623,71.8331,0.3214,33737.0,0.00016374896593835268,0.0332
Temperature__autocorrelation__lag_3,Temperature,0.1659,0.1015,-0.0644,0.1813,0.2166,0.1698,0.1041,0.3211,48574.0,0.00022663626890346986,0.0461
Pressure__fourier_entropy__bins_10,Pressure,1.6936,1.5913,-0.1023,0.278,0.3526,1.7404,1.6844,0.3205,47370.5,0.002051361414040216,0.0192
"Motor_Current__fft_coefficient__attr_""angle""__coeff_3",Motor_Current,19.7618,52.1319,32.37,104.1351,98.3397,28.36,84.8098,0.32,33431.0,8.744241913103086e-05,0.0427
"Motor_Current__fft_coefficient__attr_""real""__coeff_7",Motor_Current,-0.0195,-0.8348,-0.8153,0.2007,3.5182,-0.029,-0.5765,0.3198,50059.0,9.264272203452515e-06,0.4436
"Vibration__change_quantiles__f_agg_""mean""__isabs_False__qh_0.8__ql_0.4",Vibration,0.0003,0.0143,0.014,0.0047,0.0604,0.0,0.0133,0.3186,29614.5,5.173290506778836e-09,0.3742
"Vibration__change_quantiles__f_agg_""mean""__isabs_False__qh_0.2__ql_0.0",Vibration,-0.0017,0.0188,0.0205,0.011,0.0886,0.0,0.006,0.3174,31294.0,5.30820311978872e-07,0.1891
Vibration__longest_strike_above_mean,Vibration,6.3248,7.5017,1.1768,3.7747,3.6533,5.0,7.0,0.3171,32034.5,3.255129410964256e-06,0.0664
"Temperature__fft_coefficient__attr_""real""__coeff_10",Temperature,-0.0951,-1.8053,-1.7103,1.1152,7.3914,-0.0325,-1.795,0.3165,49864.5,1.4515566445317881e-05,0.3343
Pressure__lempel_ziv_complexity__bins_10,Pressure,0.6089,0.5969,-0.012,0.031,0.0433,0.6,0.6,0.3158,46356.0,0.006911637783801165,0.0646
"Noise__fft_coefficient__attr_""imag""__coeff_9",Noise,0.0292,3.2902,3.261,2.2248,14.1178,0.0003,2.3041,0.3157,33843.0,0.00020243430150706775,0.2923
"Noise__fft_coefficient__attr_""imag""__coeff_8",Noise,0.0473,3.6363,3.589,1.9446,15.6935,0.0099,3.4869,0.3139,33638.0,0.00013399824493481549,0.3674
"Motor_Current__fft_coefficient__attr_""angle""__coeff_5",Motor_Current,9.372,42.4842,33.1122,106.0051,105.2144,19.5703,80.3538,0.3136,33512.0,0.00010346495164952651,0.0482
Pressure__fourier_entropy__bins_3,Pressure,0.8037,0.7336,-0.0702,0.1915,0.25,0.8314,0.8305,0.3132,46893.0,0.0044020932125080825,0.0067
Pressure__fourier_entropy__bins_5,Pressure,1.1998,1.1093,-0.0905,0.2503,0.321,1.244,1.1574,0.3125,47198.0,0.002730341282490675,0.006
"Pressure__fft_coefficient__attr_""imag""__coeff_9",Pressure,0.0099,0.3279,0.318,0.1738,1.4011,0.0118,0.292,0.3115,31603.0,1.28681898789192e-06,0.3853
"Noise__fft_coefficient__attr_""angle""__coeff_5",Noise,9.8421,42.4032,32.5612,104.2571,105.131,20.5273,77.555,0.3109,33574.0,0.00011756060601440742,0.0466
Temperature__ar_coefficient__coeff_9__k_10,Temperature,-0.0693,0.0361,0.1053,0.287,0.3819,-0.0828,0.0633,0.3098,31751.0,1.866237708918244e-06,0.0418
"Temperature__agg_linear_trend__attr_""slope""__chunk_len_5__f_agg_""var""",Temperature,0.0009,0.1617,0.1608,0.0134,0.7189,-0.0004,0.1445,0.3091,30904.0,2.0682659597878248e-07,0.5594
"Pressure__fft_coefficient__attr_""real""__coeff_15",Pressure,-0.0122,-0.427,-0.4149,0.2724,1.8404,0.0,-0.37,0.3085,49411.5,3.98619556859685e-05,0.3093
Pressure__symmetry_looking__r_0.1,Pressure,0.9891,0.9269,-0.0621,0.1041,0.2603,1.0,1.0,0.3083,43799.5,0.0002668890859465533,0.0219
Vibration__fourier_entropy__bins_2,Vibration,0.4538,0.4066,-0.0472,0.1517,0.1549,0.4826,0.3768,0.3077,48326.5,0.0002687864389803941,0.0
Pressure__fourier_entropy__bins_2,Pressure,0.498,0.4543,-0.0438,0.1291,0.1541,0.4826,0.4826,0.3066,47390.5,0.0017008640310029518,0.0069
Vibration__lempel_ziv_complexity__bins_3,Vibration,0.432,0.4217,-0.0103,0.0285,0.0377,0.4333,0.4333,0.3061,46987.5,0.0021783673248519926,0.0
"Noise__cwt_coefficients__coeff_1__w_10__widths_(2, 5, 10, 20)",Noise,16.5698,17.626,1.0562,0.6775,4.7307,16.6317,16.9396,0.3057,38142.0,0.11987705242717976,0.3511
Temperature__autocorrelation__lag_4,Temperature,0.0626,0.1202,0.0576,0.1871,0.1901,0.0652,0.1121,0.3051,34393.0,0.0005827248227377762,0.0164
"Noise__fft_coefficient__attr_""real""__coeff_2",Noise,-0.0161,-3.2248,-3.2086,2.3158,14.4522,0.0682,-2.858,0.3033,48912.0,0.00011469837889785118,0.3327
"Vibration__agg_linear_trend__attr_""rvalue""__chunk_len_5__f_agg_""var""",Vibration,0.0389,0.1767,0.1378,0.4544,0.4573,0.0374,0.2298,0.3022,33959.0,0.00025453060259844525,0.0091
"Motor_Current__change_quantiles__f_agg_""mean""__isabs_False__qh_0.2__ql_0.0",Motor_Current,-0.0003,0.0384,0.0386,0.0272,0.1753,0.0,0.02,0.3014,31681.5,1.5318376223942352e-06,0.2504
Pressure__ar_coefficient__coeff_3__k_10,Pressure,-0.0287,0.0629,0.0916,0.2942,0.3175,-0.0669,0.0529,0.2986,33523.0,0.00010584340599969552,0.0
"Temperature__change_quantiles__f_agg_""mean""__isabs_False__qh_0.6__ql_0.0",Temperature,0.0022,0.0631,0.0609,0.0482,0.2787,0.0003,0.044,0.2982,32318.0,7.380012040234389e-06,0.2351
"Temperature__fft_coefficient__attr_""imag""__coeff_7",Temperature,0.0334,1.7572,1.7238,1.1036,7.9308,0.0189,1.537,0.2978,33552.0,0.00011236352639996433,0.3601
"Vibration__fft_coefficient__attr_""angle""__coeff_4",Vibration,14.5729,44.733,30.1601,105.3398,98.8623,23.9994,78.3036,0.2957,34508.0,0.0007203054005081062,0.0214
"Noise__fft_coefficient__attr_""real""__coeff_15",Noise,0.023,-4.2435,-4.2665,3.0719,19.8566,-0.06,-3.58,0.2938,48443.0,0.0002929316386852228,0.3356
Pressure__has_duplicate,Pressure,1.0,0.9568,-0.0432,0.0,0.2033,1.0,1.0,0.2936,43018.0,0.0005097154450003717,0.0158
"Noise__agg_linear_trend__attr_""rvalue""__chunk_len_5__f_agg_""var""",Noise,0.028,0.1519,0.1239,0.4137,0.4306,0.0314,0.1978,0.2932,33955.0,0.00025254208652270135,0.0
"Temperature__cwt_coefficients__coeff_0__w_2__widths_(2, 5, 10, 20)",Temperature,-0.0224,-0.2998,-0.2774,0.2296,1.2987,-0.0179,-0.2383,0.2911,50691.0,2.0210176596235865e-06,0.2568
Motor_Current__ar_coefficient__coeff_6__k_10,Motor_Current,-0.0589,0.0508,0.1097,0.3145,0.4274,-0.036,0.0138,0.2903,35035.0,0.0018278699828266182,0.006
"Temperature__fft_coefficient__attr_""real""__coeff_2",Temperature,-0.016,-1.9671,-1.9511,2.4366,8.9987,-0.223,-1.7049,0.2901,48484.0,0.0002704469229600316,0.2074
Pressure__binned_entropy__max_bins_10,Pressure,2.027,1.9782,-0.0487,0.1176,0.2036,2.0336,2.0343,0.2898,44128.5,0.14621694971204618,0.025
"Temperature__agg_autocorrelation__f_agg_""median""__maxlag_40",Temperature,-0.0725,-0.0968,-0.0244,0.0783,0.0893,-0.0631,-0.079,0.2892,47679.0,0.0012058796903696687,0.0
Motor_Current__energy_ratio_by_chunks__num_segments_10__segment_focus_4,Motor_Current,0.0998,0.0982,-0.0016,0.0008,0.0077,0.0998,0.0971,0.2888,52847.0,5.381871517395278e-09,0.4368
"Motor_Current__fft_coefficient__attr_""real""__coeff_1",Motor_Current,0.0398,-0.6389,-0.6787,0.26,3.2537,0.0506,-0.3165,0.2875,46360.0,0.010036801780105,0.4001
Vibration__partial_autocorrelation__lag_7,Vibration,-0.1216,-0.056,0.0656,0.2375,0.2196,-0.1227,-0.0637,0.2871,34467.0,0.0006681197319366418,0.0289
Pressure__ar_coefficient__coeff_6__k_10,Pressure,-0.0464,0.0517,0.0981,0.3071,0.3708,-0.0318,0.0414,0.2868,35085.0,0.0019899222793764307,0.0012
Noise__fourier_entropy__bins_3,Noise,0.8118,0.7519,-0.0599,0.1779,0.2346,0.8314,0.8305,0.2858,46245.5,0.011672774747838639,0.019
Temperature__number_peaks__n_10,Temperature,0.4672,0.3289,-0.1382,0.4989,0.4698,0.0,0.0,0.2857,46938.0,0.0007142288491347644,0.0
Vibration__ratio_beyond_r_sigma__r_1.5,Vibration,0.1373,0.1247,-0.0127,0.0479,0.0408,0.1333,0.1333,0.2854,47152.5,0.002292018394790084,0.0056
Pressure__ratio_beyond_r_sigma__r_2.5,Pressure,0.01,0.0155,0.0055,0.017,0.0213,0.0,0.0,0.2853,36014.5,0.00149018770324481,0.0
Vibration__fourier_entropy__bins_3,Vibration,0.7291,0.6538,-0.0754,0.2535,0.2742,0.8305,0.7029,0.2849,47841.0,0.0008609612976949454,0.0246
Pressure__ratio_beyond_r_sigma__r_3,Pressure,0.0016,0.0045,0.003,0.0071,0.0127,0.0,0.0,0.2849,38098.5,0.0012353006251953173,0.0123
"Motor_Current__cwt_coefficients__coeff_1__w_10__widths_(2, 5, 10, 20)",Motor_Current,3.1364,3.3422,0.2058,0.096,0.9963,3.1533,3.2093,0.2842,38492.0,0.16777746335689414,0.4268
Vibration__ar_coefficient__coeff_4__k_10,Vibration,-0.0633,0.0235,0.0868,0.2836,0.3243,-0.0594,0.0169,0.2841,34663.0,0.0009537409515663596,0.0079
"Noise__fft_coefficient__attr_""angle""__coeff_6",Noise,-5.2108,26.4483,31.6592,110.8947,112.1845,-5.5552,58.5435,0.2838,34703.0,0.001024449202808007,0.0
"Pressure__cwt_coefficients__coeff_6__w_2__widths_(2, 5, 10, 20)",Pressure,0.2071,0.2774,0.0703,0.043,0.34,0.2066,0.2468,0.2836,36502.0,0.01733375564830013,0.3558
"Motor_Current__fft_coefficient__attr_""real""__coeff_2",Motor_Current,-0.0106,-0.7234,-0.7128,0.2671,3.4888,0.0047,-0.4628,0.2816,47164.0,0.002895234479339791,0.4319
"Pressure__change_quantiles__f_agg_""mean""__isabs_False__qh_0.8__ql_0.2",Pressure,-0.0001,0.0096,0.0097,0.0061,0.0472,-0.0,0.0092,0.2806,29948.5,1.4002685314184004e-08,0.306
Noise__ratio_beyond_r_sigma__r_1,Noise,0.3321,0.312,-0.0202,0.0603,0.0812,0.3333,0.3333,0.2799,46637.5,0.006074444278660734,0.0194
Vibration__lempel_ziv_complexity__bins_5,Vibration,0.5097,0.5003,-0.0094,0.0277,0.0383,0.5,0.5,0.2794,45812.5,0.014273646278225558,0.0156
Vibration__binned_entropy__max_bins_10,Vibration,1.9717,2.0162,0.0445,0.1485,0.1689,1.9886,2.0579,0.2789,32046.5,3.85747662036457e-06,0.0326
"Temperature__fft_coefficient__attr_""real""__coeff_11",Temperature,-0.0399,-1.4996,-1.4596,1.0724,7.1661,-0.0198,-1.3666,0.2787,48336.0,0.00036013852357730795,0.3159
Pressure__permutation_entropy__dimension_6__tau_1,Pressure,3.1992,3.1871,-0.0121,0.0367,0.0488,3.2189,3.2189,0.2778,46426.0,0.0017439137115330544,0.0363
"Vibration__fft_coefficient__attr_""angle""__coeff_6",Vibration,15.6003,45.7637,30.1634,112.5898,105.2361,39.8302,78.9965,0.2772,35408.0,0.003396246208710348,0.0484
"Motor_Current__fft_coefficient__attr_""real""__coeff_15",Motor_Current,-0.02,-0.8968,-0.8768,0.2935,4.3765,0.0,-0.56,0.2763,46392.5,0.009572395863495734,0.4186
"Pressure__agg_linear_trend__attr_""rvalue""__chunk_len_5__f_agg_""var""",Pressure,-0.008,0.119,0.127,0.4466,0.4736,0.04,0.1521,0.2755,34647.0,0.0009267451604039212,0.0235
"Motor_Current__fft_coefficient__attr_""real""__coeff_4",Motor_Current,-0.0058,-0.606,-0.6002,0.2134,3.0172,-0.0152,-0.3219,0.2743,47154.0,0.0029430764813070365,0.414
"Pressure__fft_coefficient__attr_""imag""__coeff_8",Pressure,0.0236,0.3177,0.2941,0.1662,1.4743,0.0226,0.2877,0.2741,34572.0,0.0008093852981330942,0.3749
Noise__ar_coefficient__coeff_6__k_10,Noise,-0.078,0.0128,0.0908,0.2982,0.3605,-0.0883,-0.0098,0.2732,35098.0,0.0020341634057724914,0.0152
Pressure__partial_autocorrelation__lag_9,Pressure,-0.0613,0.0004,0.0617,0.2352,0.2177,-0.0752,0.0068,0.2729,34372.0,0.0005604106239380899,0.0424
"Pressure__fft_coefficient__attr_""angle""__coeff_7",Pressure,-3.2813,26.493,29.7742,106.0918,112.8524,5.6546,55.0276,0.2715,34458.0,0.0006571451278278639,0.0
Vibration__ar_coefficient__coeff_9__k_10,Vibration,-0.0714,0.0308,0.1023,0.3006,0.4348,-0.074,0.065,0.2713,31418.0,8.02495609603449e-07,0.0639
"Temperature__agg_linear_trend__attr_""rvalue""__chunk_len_5__f_agg_""var""",Temperature,0.0152,0.144,0.1288,0.4845,0.4701,-0.0204,0.197,0.27,34934.0,0.001536898372515789,0.0
"Motor_Current__fft_coefficient__attr_""imag""__coeff_9",Motor_Current,0.0091,0.6631,0.654,0.1885,3.3424,0.0051,0.6224,0.27,33276.0,6.309341823133987e-05,0.483
"Motor_Current__change_quantiles__f_agg_""mean""__isabs_False__qh_0.6__ql_0.2",Motor_Current,0.0006,0.02,0.0194,0.0093,0.0998,0.0,0.026,0.2677,28288.5,7.62209814335198e-11,0.3821
Noise__permutation_entropy__dimension_3__tau_1,Noise,1.7311,1.7172,-0.0139,0.0474,0.056,1.742,1.7298,0.2666,47246.5,0.0025151218512765197,0.0
"Temperature__fft_coefficient__attr_""real""__coeff_9",Temperature,0.0039,-1.4406,-1.4445,1.0834,7.4677,-0.0383,-1.1993,0.2648,47806.0,0.000962325367888196,0.2865
"Noise__fft_coefficient__attr_""real""__coeff_4",Noise,-0.1546,-3.0553,-2.9007,2.2801,15.0156,-0.1742,-1.6784,0.2642,45914.0,0.018753242608083358,0.3057
"Temperature__cwt_coefficients__coeff_6__w_2__widths_(2, 5, 10, 20)",Temperature,2.5453,2.9235,0.3782,0.3503,1.9522,2.553,2.7541,0.2639,36261.0,0.012395620836549569,0.2525
"Pressure__fft_coefficient__attr_""real""__coeff_1",Pressure,0.0128,-0.2741,-0.2869,0.2417,1.4864,0.0151,-0.1034,0.2636,45077.0,0.053640865122769846,0.2999
"Noise__change_quantiles__f_agg_""mean""__isabs_False__qh_1.0__ql_0.4",Noise,0.0073,0.1431,0.1358,0.1082,0.7073,0.0099,0.1713,0.2626,29905.5,1.234154400202986e-08,0.3544
"Temperature__fft_coefficient__attr_""imag""__coeff_10",Temperature,-0.0323,1.3018,1.3341,1.1044,6.9646,-0.0996,1.2557,0.2618,34165.5,0.0003796048485987151,0.3524
Vibration__fourier_entropy__bins_5,Vibration,1.0749,0.9761,-0.0988,0.366,0.3886,1.1614,1.0408,0.2615,47542.0,0.0015187326071326736,0.0
